,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
32438,for_sale,3.0,3.0,0.77,Enfield,Connecticut,6082.0,2250.0,1998-08-31,349900.0
59399,for_sale,3.0,2.0,,New Britain,Connecticut,6051.0,1392.0,2007-08-20,150000.0
61526,for_sale,3.0,2.0,0.39,New Britain,Connecticut,6053.0,1094.0,,175000.0
45182,for_sale,4.0,3.0,3.35,Barkhamsted,Connecticut,6063.0,2626.0,2022-01-04,556000.0
47701,for_sale,4.0,4.0,1.0,Glastonbury,Connecticut,6033.0,2501.0,2002-06-18,575000.0
60178,for_sale,3.0,2.0,0.17,West Hartford,Connecticut,6110.0,1266.0,2002-07-30,130000.0
60842,for_sale,6.0,2.0,0.18,Hartford,Connecticut,6106.0,3264.0,,315000.0
90657,for_sale,3.0,2.0,0.7,Woodstock,Connecticut,6281.0,1376.0,1989-01-31,319000.0
42512,for_sale,,,1.01,Putnam,Connecticut,6260.0,,2007-09-07,50000.0
30196,for_sale,4.0,3.0,1.34,Granby,Connecticut,6060.0,2967.0,2002-12-02,485000.0
60716,for_sale,3.0,2.0,0.66,Glastonbury,Connecticut,6033.0,1494.0,2015-04-27,349900.0
42319,for_sale,4.0,3.0,0.79,Suffield,Connecticut,6078.0,2491.0,1995-10-31,519900.0
58896,for_sale,4.0,5.0,6.44,Salisbury,Connecticut,6039.0,3564.0,2008-07-24,2450000.0
61937,for_sale,3.0,2.0,0.5,Cromwell,Connecticut,6416.0,1581.0,,299900.0
51825,for_sale,3.0,3.0,,Vernon,Connecticut,6066.0,1303.0,2016-01-19,264900.0
94190,for_sale,4.0,2.0,0.15,Sterling,Connecticut,6377.0,640.0,,150000.0
41819,for_sale,,,0.76,Canton,Connecticut,6019.0,,2004-07-01,239000.0
57630,for_sale,3.0,1.0,0.32,Torrington,Connecticut,6790.0,1571.0,2013-07-08,200000.0
62135,for_sale,3.0,3.0,,Glastonbury,Connecticut,6033.0,1743.0,2014-09-12,355000.0
51323,for_sale,3.0,5.0,0.52,Enfield,Connecticut,6082.0,2751.0,1989-09-22,450000.0
45388,for_sale,3.0,2.0,0.33,Canton,Connecticut,6019.0,1324.0,2005-12-01,179900.0
30815,for_sale,4.0,3.0,3.84,Avon,Connecticut,6001.0,3100.0,2013-12-20,895000.0
45192,for_sale,,,0.43,Burlington,Connecticut,6013.0,,,68000.0
81698,for_sale,,,150.59,Stafford,Connecticut,6076.0,,,799900.0
47302,for_sale,9.0,4.0,0.23,Hartford,Connecticut,6112.0,4311.0,2003-06-02,295000.0
56737,for_sale,2.0,2.0,,Harwinton,Connecticut,6791.0,1450.0,,315000.0
45402,for_sale,3.0,3.0,0.86,Torrington,Connecticut,6790.0,1212.0,,279900.0
43159,for_sale,4.0,3.0,3.49,Somers,Connecticut,6071.0,3937.0,2013-07-11,750000.0
57681,for_sale,3.0,2.0,2.03,Bethlehem,Connecticut,6751.0,1349.0,2005-08-31,390900.0
83949,for_sale,3.0,2.0,1.2,Mansfield,Connecticut,6250.0,1600.0,,294900.0
29414,for_sale,4.0,3.0,2.98,Norfolk,Connecticut,6058.0,2755.0,2016-05-05,985000.0
47440,for_sale,3.0,2.0,0.28,Windham,Connecticut,6226.0,1200.0,2021-01-07,199900.0
84868,for_sale,5.0,5.0,9.2,Mansfield,Connecticut,6268.0,3461.0,,899000.0
30720,for_sale,3.0,2.0,0.58,Simsbury,Connecticut,6070.0,1762.0,2019-02-04,379000.0
61319,for_sale,2.0,1.0,0.34,Bloomfield,Connecticut,6002.0,1025.0,2020-06-10,160000.0
61069,for_sale,3.0,4.0,3.38,Colchester,Connecticut,6415.0,2000.0,2009-03-19,375000.0
60237,for_sale,2.0,2.0,,Glastonbury,Connecticut,6033.0,1152.0,,190000.0
46888,for_sale,,,2.4,East Granby,Connecticut,6026.0,,,75000.0
61644,for_sale,4.0,3.0,1.1,Marlborough,Connecticut,6447.0,2044.0,,459900.0
30469,for_sale,4.0,4.0,3.26,Burlington,Connecticut,6013.0,3300.0,,699900.0
59441,for_sale,,,0.63,Wethersfield,Connecticut,6109.0,,2017-06-15,145000.0
59840,for_sale,3.0,1.0,0.17,East Hartford,Connecticut,6108.0,1372.0,2007-10-23,155000.0
40890,for_sale,5.0,2.0,2.36,Chaplin,Connecticut,6235.0,1936.0,2007-03-19,279900.0
48324,for_sale,4.0,3.0,0.77,Vernon,Connecticut,6066.0,2663.0,2015-05-26,399000.0
60595,for_sale,3.0,3.0,0.4,Farmington,Connecticut,6032.0,1605.0,2018-06-26,325000.0
50246,for_sale,,,1.85,Hartford,Connecticut,6120.0,,,230000.0
84066,for_sale,3.0,4.0,4.9,Colchester,Connecticut,6420.0,2334.0,,579000.0
60105,for_sale,4.0,2.0,0.53,Berlin,Connecticut,6037.0,1239.0,1996-11-27,289000.0
45697,for_sale,4.0,3.0,2.0,New Hartford,Connecticut,6057.0,2459.0,2015-06-29,525000.0
60395,for_sale,5.0,3.0,0.11,West Hartford,Connecticut,6119.0,2545.0,2000-07-17,399900.0
61152,for_sale,5.0,3.0,0.2,New Britain,Connecticut,6051.0,2318.0,,180000.0
62099,for_sale,2.0,1.0,0.72,East Hampton,Connecticut,6424.0,864.0,2012-09-11,175000.0
94202,for_sale,,,0.95,Putnam,Connecticut,6260.0,,,79900.0
60139,for_sale,6.0,3.0,0.35,New Britain,Connecticut,6051.0,2310.0,,149900.0
42479,for_sale,3.0,2.0,0.59,Canton,Connecticut,6019.0,1678.0,2018-08-21,319900.0
33015,for_sale,5.0,6.0,5.06,Glastonbury,Connecticut,6033.0,3390.0,2004-08-31,950000.0
64339,for_sale,,,2.65,Canaan,Connecticut,6031.0,,,99900.0
46097,for_sale,6.0,2.0,0.06,Torrington,Connecticut,6790.0,2362.0,2012-08-23,186900.0
40000,for_sale,,,3.32,Brooklyn,Connecticut,6234.0,,,65000.0
60964,for_sale,2.0,3.0,,Rocky Hill,Connecticut,6067.0,1630.0,2009-08-25,314900.0
64338,for_sale,,,14.63,North Canaan,Connecticut,6018.0,,,175800.0
30067,for_sale,3.0,1.0,1.06,Bristol,Connecticut,6010.0,1444.0,,175000.0
38407,for_sale,4.0,3.0,1.02,Ellington,Connecticut,6029.0,2451.0,2012-04-27,339900.0
58853,for_sale,,,57.0,Winchester,Connecticut,6098.0,,1999-03-16,430000.0
61846,for_sale,4.0,3.0,0.44,Middletown,Connecticut,6457.0,2462.0,2021-11-12,389900.0
48047,for_sale,3.0,1.0,0.28,Manchester,Connecticut,6042.0,1234.0,2002-03-28,164900.0
61892,for_sale,2.0,1.0,0.24,Rocky Hill,Connecticut,6067.0,840.0,2005-09-02,199900.0
30852,for_sale,4.0,4.0,0.32,Plainville,Connecticut,6062.0,3769.0,,560000.0
50815,for_sale,3.0,3.0,1.92,Ellington,Connecticut,6029.0,2358.0,,424900.0
66491,for_sale,,4.0,0.46,Salisbury,Connecticut,6039.0,3386.0,,749000.0
48641,for_sale,3.0,2.0,1.5,Columbia,Connecticut,6237.0,1566.0,2007-07-03,294900.0
59375,for_sale,,,0.46,Manchester,Connecticut,6040.0,,,69900.0
59990,for_sale,3.0,1.0,0.23,Newington,Connecticut,6111.0,1110.0,2015-04-16,206000.0
59661,for_sale,4.0,2.0,0.51,Glastonbury,Connecticut,6073.0,2382.0,2001-01-31,319900.0
84425,for_sale,,,0.73,East Haddam,Connecticut,6423.0,,,105000.0
57373,for_sale,2.0,1.0,0.69,Morris,Connecticut,6763.0,990.0,2014-04-30,237000.0
61840,for_sale,3.0,4.0,0.35,West Hartford,Connecticut,6117.0,2016.0,2019-09-11,440000.0
45359,for_sale,,,15.05,Barkhamsted,Connecticut,6063.0,,1992-06-22,115000.0
49700,for_sale,3.0,2.0,0.14,Enfield,Connecticut,6082.0,1456.0,2020-08-27,295000.0
40068,for_sale,4.0,3.0,1.86,Coventry,Connecticut,6238.0,2810.0,,575000.0
45396,for_sale,3.0,2.0,0.44,New Hartford,Connecticut,6057.0,1491.0,2020-10-13,224550.0
45796,for_sale,5.0,7.0,1.07,Avon,Connecticut,6001.0,5148.0,2019-07-08,1195000.0
61530,for_sale,3.0,2.0,0.64,Glastonbury,Connecticut,6033.0,1636.0,,320000.0
45644,for_sale,4.0,4.0,,East Granby,Connecticut,6026.0,2254.0,2006-07-05,399900.0
47115,for_sale,3.0,2.0,,Mansfield,Connecticut,6250.0,2028.0,2008-12-03,301000.0
59662,for_sale,2.0,1.0,0.29,Windsor Locks,Connecticut,6096.0,960.0,,160000.0
84065,for_sale,4.0,4.0,2.39,East Haddam,Connecticut,6423.0,1762.0,,369900.0
28627,for_sale,3.0,2.0,0.19,Winchester,Connecticut,6098.0,2005.0,2007-07-19,175000.0
47204,for_sale,4.0,3.0,1.28,Manchester,Connecticut,6040.0,2147.0,2018-10-18,390000.0
46983,for_sale,4.0,4.0,0.73,West Hartford,Connecticut,6117.0,3600.0,2007-09-07,789000.0
32289,for_sale,5.0,4.0,1.77,Marlborough,Connecticut,6447.0,2926.0,,946000.0
65076,for_sale,5.0,4.0,2.6,North Canaan,Connecticut,6024.0,3810.0,,479000.0
85201,for_sale,4.0,2.0,0.89,Putnam,Connecticut,6260.0,1828.0,,229000.0
56594,for_sale,,,2.34,Washington,Connecticut,6777.0,,,115000.0
30722,for_sale,4.0,3.0,0.97,Simsbury,Connecticut,6092.0,2735.0,2002-08-30,545000.0
47086,for_sale,3.0,2.0,3.45,Lebanon,Connecticut,6249.0,1800.0,,379900.0
45568,for_sale,4.0,4.0,0.73,Windsor,Connecticut,6095.0,3434.0,1999-08-02,558000.0
64410,for_sale,,,25.8,Sharon,Connecticut,6069.0,,,1000000.0
59937,for_sale,3.0,3.0,0.62,Manchester,Connecticut,6040.0,2132.0,,464900.0
40188,for_sale,2.0,2.0,,Storrs,Connecticut,6268.0,1232.0,,189995.0
94191,for_sale,3.0,3.0,0.45,Thompson,Connecticut,6277.0,2128.0,2020-02-10,469900.0
48326,for_sale,3.0,2.0,0.38,Windsor,Connecticut,6095.0,1390.0,,169900.0
47184,for_sale,,,0.12,Hartford,Connecticut,6112.0,3493.0,2013-05-10,259900.0
60473,for_sale,3.0,3.0,0.36,Wethersfield,Connecticut,6109.0,1371.0,2012-04-09,339900.0
56777,for_sale,5.0,,106.0,Washington,Connecticut,6793.0,12832.0,,9900000.0
60624,for_sale,18.0,6.0,0.22,Hartford,Connecticut,6114.0,6912.0,,650000.0
45297,for_sale,,,0.83,Avon,Connecticut,6001.0,,,150000.0
85245,for_sale,,,3.65,Union,Connecticut,6076.0,,,119900.0
32483,for_sale,4.0,3.0,0.26,Manchester,Connecticut,6040.0,2461.0,2016-02-16,319900.0
60041,for_sale,4.0,4.0,0.82,East Hampton,Connecticut,6424.0,4903.0,,975000.0
46066,for_sale,2.0,2.0,0.29,Torrington,Connecticut,6790.0,1425.0,1992-04-08,205000.0
54281,for_sale,4.0,4.0,1.18,Salisbury,Connecticut,6039.0,3167.0,,1395000.0
98766,for_sale,4.0,3.0,1.85,Thompson,Connecticut,6255.0,2206.0,2008-03-28,449900.0
84335,for_sale,5.0,3.0,0.13,Stafford,Connecticut,6076.0,2332.0,,225000.0
60870,for_sale,3.0,2.0,0.57,Manchester,Connecticut,6040.0,1758.0,,299900.0
30647,for_sale,4.0,2.0,0.34,Plainville,Connecticut,6062.0,1920.0,2000-06-20,329000.0
38697,for_sale,2.0,2.0,,Tolland,Connecticut,6084.0,1764.0,,370000.0
61515,for_sale,1.0,2.0,,Ellington,Connecticut,6029.0,762.0,2009-09-01,145000.0
38118,for_sale,2.0,1.0,0.3,Vernon,Connecticut,6066.0,1186.0,2005-11-23,189900.0
68767,for_sale,2.0,3.0,,Manchester,Connecticut,6042.0,1281.0,,174900.0
68663,for_sale,2.0,2.0,,Vernon,Connecticut,6066.0,1198.0,2010-10-19,182900.0
30088,for_sale,4.0,3.0,2.27,Canton,Connecticut,6019.0,3011.0,2020-09-10,649000.0
68400,for_sale,3.0,3.0,0.59,South Windsor,Connecticut,6074.0,1376.0,1994-08-01,324900.0
57777,for_sale,2.0,3.0,,Watertown,Connecticut,6795.0,1144.0,2005-08-01,229900.0
81718,for_sale,,,1.29,Tolland,Connecticut,6029.0,,,110000.0
60955,for_sale,4.0,4.0,0.9,West Hartford,Connecticut,6117.0,3323.0,2017-12-19,839000.0
57589,for_sale,3.0,3.0,0.39,Watertown,Connecticut,6795.0,1778.0,2016-08-31,359900.0
48060,for_sale,5.0,6.0,0.51,West Hartford,Connecticut,6117.0,3848.0,2016-04-05,599900.0
61345,for_sale,8.0,3.0,0.07,Middletown,Connecticut,6457.0,2700.0,,255000.0
83703,for_sale,,,52.49,East Haddam,Connecticut,6423.0,,,294900.0
61910,for_sale,5.0,6.0,1.29,Middlefield,Connecticut,6455.0,4303.0,,819000.0
98065,for_sale,,,0.3,Woodstock,Connecticut,6281.0,,,38000.0
41877,for_sale,4.0,3.0,0.58,Canton,Connecticut,6019.0,2352.0,2004-03-15,375000.0
50394,for_sale,3.0,2.0,0.52,East Hartford,Connecticut,6108.0,1587.0,2012-10-18,234900.0
57475,for_sale,4.0,4.0,1.92,Watertown,Connecticut,6795.0,2455.0,2019-11-25,563900.0
47348,for_sale,6.0,,0.1,Coventry,Connecticut,6238.0,3652.0,1988-09-02,300000.0
60394,for_sale,4.0,3.0,0.38,South Windsor,Connecticut,6074.0,2338.0,1987-11-19,386900.0
50693,for_sale,5.0,3.0,1.1,South Windsor,Connecticut,6074.0,4081.0,2006-06-30,489900.0
59519,for_sale,4.0,2.0,0.21,West Hartford,Connecticut,6110.0,2020.0,2006-06-19,314900.0
44429,for_sale,6.0,2.0,0.14,Enfield,Connecticut,6082.0,2676.0,2003-10-31,166259.0
60949,for_sale,6.0,8.0,4.2,West Hartford,Connecticut,6107.0,7606.0,2002-01-17,1750000.0
85272,for_sale,4.0,3.0,1.82,Tolland,Connecticut,6084.0,2664.0,2001-06-26,399900.0
45477,for_sale,4.0,3.0,6.67,Granby,Connecticut,6035.0,2166.0,2003-06-13,357500.0
61724,for_sale,3.0,3.0,0.59,Portland,Connecticut,6480.0,1852.0,2015-04-27,319000.0
61088,for_sale,,,0.31,Hartford,Connecticut,6114.0,6703.0,2001-07-30,399900.0
61403,for_sale,2.0,1.0,,New Britain,Connecticut,6053.0,974.0,2022-02-24,116900.0
29352,for_sale,,,0.13,Winchester,Connecticut,6098.0,2979.0,,100000.0
59697,for_sale,,,1.3,Marlborough,Connecticut,6447.0,,,79900.0
40779,for_sale,3.0,2.0,3.04,Tolland,Connecticut,6084.0,1120.0,2017-03-16,289000.0
47345,for_sale,3.0,3.0,8.24,Bloomfield,Connecticut,6002.0,2126.0,,1250000.0
45608,for_sale,4.0,2.0,0.4,Torrington,Connecticut,6790.0,2083.0,1996-06-28,279000.0
47532,for_sale,3.0,3.0,,Bloomfield,Connecticut,6002.0,2334.0,2014-07-17,395000.0
83799,for_sale,,,2.12,Chaplin,Connecticut,6235.0,,,39900.0
59647,for_sale,6.0,2.0,0.09,Hartford,Connecticut,6106.0,2118.0,2002-07-11,170000.0
68129,for_sale,,,0.45,Enfield,Connecticut,6082.0,,,34900.0
50759,for_sale,9.0,3.0,0.11,Hartford,Connecticut,6106.0,3861.0,2016-06-07,309900.0
47773,for_sale,3.0,2.0,0.27,East Hartford,Connecticut,6118.0,1824.0,2020-04-14,249900.0
50647,for_sale,3.0,3.0,1.0,Ellington,Connecticut,6029.0,1862.0,1995-01-30,359900.0
61142,for_sale,3.0,3.0,0.25,Cromwell,Connecticut,6416.0,2236.0,,604514.0
50838,for_sale,6.0,4.0,1.45,Ellington,Connecticut,6029.0,2432.0,2019-03-11,329900.0
64824,for_sale,4.0,3.0,2.91,Warren,Connecticut,6754.0,3544.0,2017-08-28,899000.0
59996,for_sale,2.0,2.0,,Middletown,Connecticut,6457.0,1129.0,2013-05-10,196000.0
61147,for_sale,4.0,3.0,0.46,Rocky Hill,Connecticut,6067.0,2576.0,,339900.0
47404,for_sale,5.0,4.0,0.3,West Hartford,Connecticut,6119.0,2817.0,1999-11-26,565000.0
45190,for_sale,4.0,3.0,0.39,Torrington,Connecticut,6790.0,2020.0,,339000.0
84898,for_sale,4.0,2.0,0.94,Stafford,Connecticut,6076.0,1629.0,2001-08-01,220000.0
32270,for_sale,5.0,2.0,0.63,Coventry,Connecticut,6238.0,1666.0,2001-07-06,259900.0
48046,for_sale,3.0,3.0,0.69,East Windsor,Connecticut,6016.0,2136.0,2020-10-05,354900.0
64644,for_sale,2.0,1.0,40.0,Sharon,Connecticut,6069.0,1361.0,,475000.0
95569,for_sale,3.0,3.0,1.85,Sterling,Connecticut,6377.0,1820.0,2008-11-06,379900.0
61255,for_sale,4.0,3.0,1.12,East Hampton,Connecticut,6424.0,3017.0,,557400.0
29397,for_sale,3.0,3.0,3.1,Barkhamsted,Connecticut,6063.0,2621.0,2003-07-22,479900.0
56850,for_sale,3.0,4.0,0.45,Canaan,Connecticut,6031.0,3226.0,,785000.0
38791,for_sale,3.0,2.0,0.56,Stafford,Connecticut,6076.0,1214.0,,129000.0
83957,for_sale,,,3.15,Mansfield,Connecticut,6250.0,,,87000.0
29277,for_sale,4.0,4.0,3.71,Granby,Connecticut,6090.0,3953.0,,650000.0
48157,for_sale,3.0,2.0,0.69,Glastonbury,Connecticut,6033.0,2055.0,,225000.0
94967,for_sale,3.0,3.0,2.6,Killingly,Connecticut,6239.0,2160.0,2015-07-30,439900.0
60271,for_sale,2.0,3.0,11.86,East Haddam,Connecticut,6469.0,2802.0,,1949000.0
84808,for_sale,,,0.3,Woodstock,Connecticut,6281.0,,2005-02-24,53900.0
56839,for_sale,3.0,1.0,0.11,Torrington,Connecticut,6790.0,1066.0,,174500.0
62130,for_sale,4.0,3.0,1.48,Haddam,Connecticut,6441.0,2006.0,,399000.0
61228,for_sale,3.0,3.0,0.38,Berlin,Connecticut,6037.0,1520.0,2005-03-01,359900.0
84847,for_sale,,,6.49,Willington,Connecticut,6279.0,,,129000.0
94138,for_sale,2.0,2.0,3.58,North Stonington,Connecticut,6359.0,2324.0,1993-06-03,694900.0
57482,for_sale,3.0,2.0,0.35,Torrington,Connecticut,6790.0,804.0,2018-06-20,250000.0
61709,for_sale,4.0,3.0,0.5,Berlin,Connecticut,6037.0,1996.0,1997-05-19,469900.0
61048,for_sale,3.0,3.0,0.46,West Hartford,Connecticut,6107.0,1498.0,1990-02-16,374900.0
30219,for_sale,5.0,3.0,46.28,Colebrook,Connecticut,6021.0,3307.0,2000-12-05,1095000.0
45288,for_sale,3.0,3.0,,Windsor,Connecticut,6095.0,1800.0,,309900.0
96352,for_sale,3.0,3.0,0.3,Voluntown,Connecticut,6384.0,2421.0,2012-11-09,1350000.0
61605,for_sale,3.0,3.0,0.18,Rocky Hill,Connecticut,6067.0,1708.0,2010-12-16,285000.0
56553,for_sale,3.0,4.0,20.0,Litchfield,Connecticut,6759.0,2988.0,2018-06-27,975000.0
60370,for_sale,4.0,2.0,0.44,East Hartford,Connecticut,6108.0,2974.0,,269925.0
59279,for_sale,,,3.44,Portland,Connecticut,6480.0,,,150000.0
85595,for_sale,5.0,4.0,49.97,Mansfield,Connecticut,6268.0,4273.0,1993-01-25,1200000.0
62081,for_sale,5.0,5.0,0.56,Wethersfield,Connecticut,6109.0,3952.0,1996-01-17,749000.0
61430,for_sale,4.0,2.0,0.18,West Hartford,Connecticut,6119.0,1695.0,2001-07-23,369000.0
45380,for_sale,,,1.29,Avon,Connecticut,6001.0,,,220000.0
61524,for_sale,2.0,1.0,0.23,Middlefield,Connecticut,6455.0,1024.0,2004-12-14,225000.0
45856,for_sale,3.0,4.0,62.5,New Hartford,Connecticut,6057.0,4390.0,,1125000.0
45342,for_sale,3.0,3.0,1.38,Avon,Connecticut,6001.0,1498.0,,290000.0
47918,for_sale,5.0,5.0,1.37,South Windsor,Connecticut,6074.0,3000.0,,569000.0
61637,for_sale,7.0,3.0,0.26,New Britain,Connecticut,6052.0,4488.0,2019-08-26,395000.0
96541,for_sale,3.0,3.0,5.85,Plainfield,Connecticut,6354.0,1917.0,,485000.0
60992,for_sale,4.0,2.0,0.18,New Britain,Connecticut,6052.0,1994.0,2004-11-22,209900.0
64516,for_sale,,2.0,0.58,Salisbury,Connecticut,6068.0,4770.0,2003-11-07,550000.0
60929,for_sale,3.0,3.0,,Glastonbury,Connecticut,6033.0,1723.0,2012-07-03,354000.0
59182,for_sale,,,31.99,East Hampton,Connecticut,6424.0,,,558000.0
84015,for_sale,3.0,3.0,5.61,Lyme,Connecticut,6371.0,3359.0,1994-10-07,649000.0
30796,for_sale,3.0,3.0,,Avon,Connecticut,6001.0,2708.0,2020-10-16,375000.0
84138,for_sale,,,1.56,Colchester,Connecticut,6415.0,,,74000.0
59997,for_sale,5.0,3.0,0.46,Newington,Connecticut,6111.0,3136.0,2007-04-30,429999.0
60439,for_sale,,,3.23,East Windsor,Connecticut,6088.0,,1996-01-29,75000.0
38627,for_sale,3.0,2.0,5.12,Eastford,Connecticut,6242.0,2210.0,,493000.0
59952,for_sale,3.0,2.0,0.21,Meriden,Connecticut,6450.0,1449.0,2020-12-22,284900.0
59671,for_sale,2.0,2.0,0.34,Meriden,Connecticut,6450.0,1294.0,2017-12-18,315900.0
85019,for_sale,6.0,3.0,0.18,Putnam,Connecticut,6260.0,2968.0,2003-09-30,249900.0
47609,for_sale,,,1.24,Coventry,Connecticut,6238.0,4514.0,2009-10-30,525000.0
59748,for_sale,3.0,2.0,4.88,East Hampton,Connecticut,6424.0,1571.0,2000-04-03,235000.0
61158,for_sale,3.0,3.0,0.53,East Hampton,Connecticut,6424.0,1744.0,2007-08-30,345000.0
59809,for_sale,4.0,2.0,0.69,Vernon,Connecticut,6066.0,2476.0,,260000.0
84415,for_sale,3.0,2.0,0.27,Windham,Connecticut,6226.0,804.0,2018-03-23,225000.0
83787,for_sale,3.0,1.0,1.0,Colchester,Connecticut,6415.0,1056.0,,219000.0
57308,for_sale,3.0,3.0,0.98,Watertown,Connecticut,6795.0,1496.0,,299900.0
58819,for_sale,,,47.17,Goshen,Connecticut,6756.0,,2016-12-28,475000.0
55080,for_sale,,,25.79,Washington,Connecticut,6794.0,,,1595000.0
47707,for_sale,4.0,6.0,0.7,West Hartford,Connecticut,6117.0,5094.0,2015-07-23,849900.0
30718,for_sale,1.0,1.0,,Farmington,Connecticut,6032.0,725.0,2006-07-20,109000.0
59942,for_sale,3.0,3.0,0.2,Manchester,Connecticut,6040.0,2525.0,,469900.0
56790,for_sale,5.0,1.0,1.0,Torrington,Connecticut,6790.0,2472.0,,130000.0
61009,for_sale,3.0,2.0,0.39,Middletown,Connecticut,6457.0,1469.0,2003-07-31,259900.0
30595,for_sale,2.0,1.0,,Farmington,Connecticut,6032.0,881.0,2016-09-01,135000.0
98060,for_sale,,,0.3,Woodstock,Connecticut,6281.0,,,26900.0
60115,for_sale,3.0,1.0,0.13,Middletown,Connecticut,6457.0,1360.0,2000-06-15,215000.0
59435,for_sale,6.0,2.0,0.27,Manchester,Connecticut,6040.0,2568.0,2018-07-26,279000.0
30799,for_sale,5.0,6.0,2.8,Simsbury,Connecticut,6092.0,4639.0,2018-05-07,1200000.0
60005,for_sale,4.0,3.0,3.48,Glastonbury,Connecticut,6073.0,2500.0,,639900.0
47539,for_sale,3.0,2.0,0.26,East Hartford,Connecticut,6118.0,1442.0,2020-11-02,259900.0
55012,for_sale,,,0.29,Torrington,Connecticut,6790.0,,,34900.0
83814,for_sale,,,2.0,Salem,Connecticut,6420.0,,,80000.0
42898,for_sale,5.0,3.0,0.2,Stafford,Connecticut,6076.0,1405.0,,189900.0
45651,for_sale,3.0,3.0,2.7,Barkhamsted,Connecticut,6063.0,1434.0,2015-02-25,249500.0
60014,for_sale,2.0,2.0,,Middletown,Connecticut,6457.0,1150.0,,129900.0
